anomaly_score,decision,actual_fraud
0.1619,ALLOW,0
0.1729,ALLOW,0
0.1045,ALLOW,1
0.1317,ALLOW,0
0.6381,MONITOR,0
0.216,ALLOW,0
0.0308,ALLOW,0
0.0974,ALLOW,0
0.152,ALLOW,0
0.0993,ALLOW,0
0.0982,ALLOW,0
0.159,ALLOW,1
0.1515,ALLOW,0
0.2492,ALLOW,1
0.1207,ALLOW,0
0.1044,ALLOW,1
0.2181,ALLOW,0
0.0954,ALLOW,0
0.13,ALLOW,0
0.0822,ALLOW,0
0.0927,ALLOW,1
0.14,ALLOW,0
0.0851,ALLOW,0
0.0749,ALLOW,0
0.291,ALLOW,1
0.1109,ALLOW,0
0.1645,ALLOW,0
0.1291,ALLOW,0
0.1804,ALLOW,0
0.0837,ALLOW,0
0.1241,ALLOW,0
0.0974,ALLOW,0
0.0847,ALLOW,1
0.1063,ALLOW,0
0.0775,ALLOW,0
0.2096,ALLOW,0
0.1737,ALLOW,0
0.1505,ALLOW,0
0.141,ALLOW,0
0.2339,ALLOW,0
0.2689,ALLOW,1
0.1328,ALLOW,0
0.0666,ALLOW,0
0.1057,ALLOW,1
0.1948,ALLOW,0
0.148,ALLOW,0
0.1764,ALLOW,0
0.0781,ALLOW,0
0.6493,MONITOR,0
0.1764,ALLOW,0
0.2666,ALLOW,1
0.0994,ALLOW,0
0.1258,ALLOW,0
0.1021,ALLOW,0
0.1317,ALLOW,0
0.2961,ALLOW,0
0.1625,ALLOW,0
0.199,ALLOW,1
0.2331,ALLOW,0
0.2717,ALLOW,1
0.1076,ALLOW,0
0.1626,ALLOW,0
0.1157,ALLOW,1
0.2028,ALLOW,0
0.2251,ALLOW,1
0.1305,ALLOW,0
0.0298,ALLOW,0
0.0924,ALLOW,0
0.1278,ALLOW,0
0.0784,ALLOW,0
0.3464,ALLOW,1
0.1013,ALLOW,0
0.0718,ALLOW,0
0.054,ALLOW,0
0.2,ALLOW,0
0.1528,ALLOW,0
0.0979,ALLOW,0
0.0634,ALLOW,0
0.2324,ALLOW,1
0.1798,ALLOW,1
0.1945,ALLOW,0
0.2374,ALLOW,1
0.3185,ALLOW,1
0.1279,ALLOW,0
0.0936,ALLOW,0
0.1283,ALLOW,1
0.135,ALLOW,0
0.0901,ALLOW,0
0.1909,ALLOW,1
0.2071,ALLOW,0
0.1228,ALLOW,0
0.1551,ALLOW,0
0.1852,ALLOW,1
0.1357,ALLOW,0
0.119,ALLOW,0
0.1874,ALLOW,0
0.1922,ALLOW,0
0.1787,ALLOW,0
0.1094,ALLOW,0
0.0879,ALLOW,0
0.2072,ALLOW,0
0.2983,ALLOW,1
0.0089,ALLOW,0
0.0739,ALLOW,0
0.0537,ALLOW,0
0.0981,ALLOW,0
0.0872,ALLOW,0
0.1379,ALLOW,0
0.3255,ALLOW,1
0.0382,ALLOW,0
0.2723,ALLOW,1
0.1943,ALLOW,0
0.0855,ALLOW,0
0.1737,ALLOW,1
0.1681,ALLOW,0
0.1445,ALLOW,0
0.1505,ALLOW,1
0.0771,ALLOW,0
0.1638,ALLOW,0
0.1142,ALLOW,1
0.1322,ALLOW,1
0.0909,ALLOW,0
0.1607,ALLOW,0
0.1956,ALLOW,0
0.1577,ALLOW,0
0.0643,ALLOW,0
0.1892,ALLOW,0
0.2476,ALLOW,0
0.2339,ALLOW,1
0.1509,ALLOW,0
0.0626,ALLOW,0
0.171,ALLOW,0
0.184,ALLOW,0
0.1011,ALLOW,0
0.2099,ALLOW,0
0.2106,ALLOW,1
0.0992,ALLOW,0
0.0718,ALLOW,0
0.0559,ALLOW,0
0.1165,ALLOW,0
0.1946,ALLOW,0
0.1286,ALLOW,0
0.0879,ALLOW,0
0.1877,ALLOW,0
0.0871,ALLOW,0
0.1478,ALLOW,0
0.2513,ALLOW,1
0.1118,ALLOW,0
0.1799,ALLOW,1
0.2531,ALLOW,0
0.0847,ALLOW,0
0.1865,ALLOW,0
0.0793,ALLOW,0
0.1258,ALLOW,0
0.1518,ALLOW,0
0.0554,ALLOW,0
0.1671,ALLOW,0
0.1146,ALLOW,0
0.0642,ALLOW,0
0.1996,ALLOW,0
0.1152,ALLOW,0
0.1169,ALLOW,1
0.1382,ALLOW,0
0.1064,ALLOW,0
0.1249,ALLOW,0
0.2533,ALLOW,0
0.4694,MONITOR,1
0.1468,ALLOW,1
0.1054,ALLOW,0
0.1306,ALLOW,0
0.0772,ALLOW,0
0.221,ALLOW,0
0.1745,ALLOW,0
0.0546,ALLOW,0
0.1139,ALLOW,0
0.1037,ALLOW,0
0.1034,ALLOW,0
0.1354,ALLOW,0
0.0902,ALLOW,0
0.088,ALLOW,0
0.1189,ALLOW,0
0.133,ALLOW,0
0.082,ALLOW,0
0.2131,ALLOW,1
0.0831,ALLOW,0
0.1015,ALLOW,0
0.2136,ALLOW,0
0.2762,ALLOW,0
0.0785,ALLOW,0
0.145,ALLOW,0
0.2165,ALLOW,0
0.2029,ALLOW,1
0.1476,ALLOW,0
0.1098,ALLOW,0
0.0758,ALLOW,0
0.0878,ALLOW,0
0.0662,ALLOW,0
0.1439,ALLOW,0
0.1757,ALLOW,0
0.1421,ALLOW,0
0.1742,ALLOW,0
0.0218,ALLOW,0
0.1451,ALLOW,0
0.1074,ALLOW,0
0.1287,ALLOW,0
0.0383,ALLOW,0
0.1924,ALLOW,0
0.0612,ALLOW,1
0.0757,ALLOW,0
0.1788,ALLOW,0
0.1049,ALLOW,0
0.1989,ALLOW,0
0.171,ALLOW,0
0.1773,ALLOW,1
0.0972,ALLOW,0
0.6288,MONITOR,0
0.1996,ALLOW,0
0.6734,MONITOR,0
0.0761,ALLOW,0
0.0915,ALLOW,0
0.2668,ALLOW,0
0.0718,ALLOW,0
0.1526,ALLOW,0
0.1362,ALLOW,0
0.1448,ALLOW,0
0.2222,ALLOW,0
0.1149,ALLOW,0
0.0947,ALLOW,0
0.2076,ALLOW,0
0.3214,ALLOW,1
0.0679,ALLOW,0
0.0964,ALLOW,1
0.0346,ALLOW,0
0.0743,ALLOW,0
0.4297,MONITOR,1
0.0711,ALLOW,0
0.1264,ALLOW,0
0.0598,ALLOW,1
0.446,MONITOR,1
0.1794,ALLOW,0
0.1551,ALLOW,1
0.1262,ALLOW,0
0.1079,ALLOW,1
0.1596,ALLOW,0
0.0862,ALLOW,0
0.1244,ALLOW,0
0.2079,ALLOW,1
0.1591,ALLOW,0
0.0687,ALLOW,0
0.2284,ALLOW,1
0.3049,ALLOW,1
0.2139,ALLOW,1
0.1407,ALLOW,0
0.1566,ALLOW,1
0.2818,ALLOW,0
0.1794,ALLOW,0
0.2893,ALLOW,0
0.2144,ALLOW,0
0.631,MONITOR,0
0.21,ALLOW,0
0.1913,ALLOW,0
0.2041,ALLOW,0
0.0922,ALLOW,0
0.1301,ALLOW,0
0.1093,ALLOW,0
0.1127,ALLOW,0
0.1032,ALLOW,0
0.2004,ALLOW,0
0.2815,ALLOW,0
0.1613,ALLOW,0
0.2339,ALLOW,1
0.1482,ALLOW,0
0.0874,ALLOW,0
0.1567,ALLOW,0
0.1145,ALLOW,0
0.2359,ALLOW,0
0.2085,ALLOW,1
0.1078,ALLOW,0
0.2761,ALLOW,1
0.148,ALLOW,0
0.0919,ALLOW,0
0.1333,ALLOW,0
0.0956,ALLOW,0
0.0983,ALLOW,0
0.0644,ALLOW,1
0.2722,ALLOW,0
0.1454,ALLOW,0
0.1167,ALLOW,0
0.1453,ALLOW,0
0.0836,ALLOW,0
0.087,ALLOW,1
0.1239,ALLOW,0
0.1759,ALLOW,0
0.0639,ALLOW,0
0.1906,ALLOW,0
0.0872,ALLOW,0
0.1575,ALLOW,0
0.0755,ALLOW,0
0.1501,ALLOW,0
0.2027,ALLOW,0
0.0936,ALLOW,0
0.1315,ALLOW,0
0.1401,ALLOW,0
0.0986,ALLOW,0
0.0637,ALLOW,0
0.0721,ALLOW,1
0.1779,ALLOW,0
0.0675,ALLOW,0
0.1048,ALLOW,0
0.1678,ALLOW,0
0.2193,ALLOW,0
0.1091,ALLOW,0
0.0815,ALLOW,0
0.0798,ALLOW,0
0.1117,ALLOW,1
0.6075,MONITOR,0
0.1683,ALLOW,0
0.0958,ALLOW,0
0.1509,ALLOW,0
0.0832,ALLOW,0
0.0703,ALLOW,1
0.1289,ALLOW,0
0.1269,ALLOW,0
0.1077,ALLOW,0
0.1263,ALLOW,0
0.1249,ALLOW,0
0.0792,ALLOW,0
0.1324,ALLOW,0
0.2699,ALLOW,0
0.0948,ALLOW,0
0.2207,ALLOW,0
0.6068,MONITOR,0
0.1228,ALLOW,0
0.2149,ALLOW,0
0.1598,ALLOW,0
0.1347,ALLOW,0
0.0878,ALLOW,0
0.1435,ALLOW,0
0.0853,ALLOW,0
0.2368,ALLOW,1
0.1581,ALLOW,1
0.2336,ALLOW,1
0.0986,ALLOW,0
0.0608,ALLOW,1
0.1044,ALLOW,0
0.1123,ALLOW,1
0.1666,ALLOW,0
0.2308,ALLOW,0
0.2523,ALLOW,1
0.0416,ALLOW,0
0.0513,ALLOW,0
0.6449,MONITOR,0
0.1724,ALLOW,1
0.1377,ALLOW,0
0.098,ALLOW,0
0.1455,ALLOW,1
0.2321,ALLOW,0
0.1691,ALLOW,0
0.1187,ALLOW,0
0.1689,ALLOW,0
0.0447,ALLOW,0
0.1102,ALLOW,0
0.098,ALLOW,0
0.1811,ALLOW,0
0.2474,ALLOW,0
0.1319,ALLOW,0
0.2879,ALLOW,1
0.0989,ALLOW,0
0.051,ALLOW,0
0.1008,ALLOW,0
0.0982,ALLOW,0
0.1981,ALLOW,1
0.1364,ALLOW,0
0.1285,ALLOW,0
0.1551,ALLOW,0
0.1282,ALLOW,0
0.1833,ALLOW,0
0.0908,ALLOW,0
0.0473,ALLOW,0
0.1106,ALLOW,1
0.111,ALLOW,0
0.0932,ALLOW,0
0.0792,ALLOW,1
0.0415,ALLOW,0
0.0949,ALLOW,0
0.4689,MONITOR,1
0.1527,ALLOW,0
0.1127,ALLOW,1
0.2398,ALLOW,1
0.0433,ALLOW,0
0.1609,ALLOW,0
0.1171,ALLOW,0
0.1712,ALLOW,0
0.126,ALLOW,0
0.1051,ALLOW,0
0.2158,ALLOW,1
0.155,ALLOW,0
0.1689,ALLOW,0
0.091,ALLOW,1
0.1255,ALLOW,1
0.1005,ALLOW,1
0.2239,ALLOW,0
0.1011,ALLOW,0
0.1521,ALLOW,0
0.1543,ALLOW,0
0.5968,MONITOR,1
0.135,ALLOW,0
0.1698,ALLOW,0
0.265,ALLOW,1
0.1112,ALLOW,0
0.6158,MONITOR,0
0.2433,ALLOW,1
0.0854,ALLOW,0
0.1346,ALLOW,0
0.1155,ALLOW,0
0.0825,ALLOW,0
0.1608,ALLOW,0
0.1773,ALLOW,0
0.2638,ALLOW,1
0.0789,ALLOW,0
0.1432,ALLOW,0
0.0452,ALLOW,0
0.2622,ALLOW,0
0.1308,ALLOW,1
0.076,ALLOW,0
0.4623,MONITOR,1
0.143,ALLOW,0
0.1371,ALLOW,0
0.109,ALLOW,0
0.2278,ALLOW,0
0.0847,ALLOW,0
0.0827,ALLOW,0
0.1166,ALLOW,0
0.3155,ALLOW,1
0.1038,ALLOW,0
0.1344,ALLOW,0
0.0982,ALLOW,1
0.5437,MONITOR,1
0.1094,ALLOW,0
0.1317,ALLOW,0
0.044,ALLOW,1
0.1724,ALLOW,1
0.1854,ALLOW,0
0.0831,ALLOW,0
0.1099,ALLOW,0
0.2423,ALLOW,1
0.19,ALLOW,0
0.0969,ALLOW,0
0.1935,ALLOW,0
0.617,MONITOR,0
0.0678,ALLOW,0
0.0765,ALLOW,0
0.1543,ALLOW,0
0.1234,ALLOW,0
0.656,MONITOR,1
0.2188,ALLOW,0
0.0731,ALLOW,0
0.088,ALLOW,0
0.0609,ALLOW,0
0.1444,ALLOW,0
0.0567,ALLOW,1
0.1917,ALLOW,0
0.144,ALLOW,0
0.0878,ALLOW,1
0.1362,ALLOW,0
0.1613,ALLOW,0
0.1998,ALLOW,0
0.0499,ALLOW,0
0.1383,ALLOW,0
0.2493,ALLOW,1
0.0842,ALLOW,0
0.2932,ALLOW,0
0.0838,ALLOW,1
0.1926,ALLOW,0
0.1482,ALLOW,1
0.1149,ALLOW,0
0.2694,ALLOW,1
0.2384,ALLOW,0
0.0698,ALLOW,0
0.102,ALLOW,0
0.1316,ALLOW,0
0.0974,ALLOW,0
0.075,ALLOW,0
0.2011,ALLOW,0
0.0903,ALLOW,0
0.2464,ALLOW,1
0.2253,ALLOW,0
0.2273,ALLOW,0
0.1039,ALLOW,0
0.1489,ALLOW,0
0.0746,ALLOW,0
0.0967,ALLOW,0
0.0863,ALLOW,0
0.1022,ALLOW,1
0.1406,ALLOW,0
0.2694,ALLOW,0
0.1075,ALLOW,0
0.1176,ALLOW,1
0.168,ALLOW,1
0.1169,ALLOW,0
0.1881,ALLOW,0
0.197,ALLOW,0
0.2156,ALLOW,0
0.1144,ALLOW,0
0.1649,ALLOW,0
0.1066,ALLOW,0
0.1485,ALLOW,1
0.0765,ALLOW,0
0.3183,ALLOW,1
0.2672,ALLOW,0
0.6487,MONITOR,0
0.0745,ALLOW,0
0.1134,ALLOW,0
0.0793,ALLOW,0
0.1448,ALLOW,1
0.2599,ALLOW,0
0.1137,ALLOW,0
0.2989,ALLOW,1
0.163,ALLOW,0
0.1417,ALLOW,0
0.1385,ALLOW,0
0.0907,ALLOW,0
0.1527,ALLOW,0
0.1807,ALLOW,1
0.0862,ALLOW,0
0.0727,ALLOW,1
0.2239,ALLOW,0
0.0991,ALLOW,0
0.0548,ALLOW,0
0.1679,ALLOW,0
0.0992,ALLOW,0
0.098,ALLOW,0
0.1882,ALLOW,1
0.1238,ALLOW,0
0.0848,ALLOW,0
0.2554,ALLOW,1
0.1859,ALLOW,1
0.0955,ALLOW,1
0.1151,ALLOW,0
0.1087,ALLOW,0
0.2062,ALLOW,0
0.2433,ALLOW,1
0.1606,ALLOW,0
0.0538,ALLOW,0
0.0617,ALLOW,0
0.0906,ALLOW,0
0.6425,MONITOR,0
0.0914,ALLOW,0
0.0589,ALLOW,0
0.1355,ALLOW,0
0.1573,ALLOW,0
0.1817,ALLOW,0
0.1328,ALLOW,0
0.2088,ALLOW,0
0.2044,ALLOW,1
0.0754,ALLOW,0
0.0991,ALLOW,0
0.122,ALLOW,0
0.1725,ALLOW,0
0.1206,ALLOW,0
0.0514,ALLOW,0
0.1037,ALLOW,0
0.0978,ALLOW,0
0.1032,ALLOW,0
0.2077,ALLOW,0
0.124,ALLOW,0
0.1146,ALLOW,0
0.0832,ALLOW,0
0.1855,ALLOW,0
0.0818,ALLOW,1
0.0711,ALLOW,0
0.1499,ALLOW,0
0.1816,ALLOW,0
0.1803,ALLOW,1
0.1742,ALLOW,0
0.3249,ALLOW,1
0.4434,MONITOR,0
0.1395,ALLOW,0
0.0642,ALLOW,0
0.1103,ALLOW,0
0.1211,ALLOW,0
0.1935,ALLOW,0
0.1415,ALLOW,0
0.0761,ALLOW,0
0.2011,ALLOW,1
0.1932,ALLOW,0
0.2051,ALLOW,0
0.1557,ALLOW,0
0.1659,ALLOW,0
0.1047,ALLOW,0
0.0956,ALLOW,0
0.1451,ALLOW,1
0.1844,ALLOW,0
0.1025,ALLOW,0
0.1722,ALLOW,0
0.139,ALLOW,0
0.0948,ALLOW,1
0.1618,ALLOW,0
0.2842,ALLOW,0
0.064,ALLOW,0
0.0895,ALLOW,0
0.1722,ALLOW,0
0.2128,ALLOW,0
0.6225,MONITOR,0
0.093,ALLOW,0
0.0815,ALLOW,0
0.1109,ALLOW,0
0.2123,ALLOW,0
0.1773,ALLOW,0
0.1427,ALLOW,0
0.1554,ALLOW,0
0.6278,MONITOR,0
0.1357,ALLOW,0
0.6289,MONITOR,0
0.1169,ALLOW,0
0.1225,ALLOW,0
0.1368,ALLOW,0
0.1619,ALLOW,0
0.0842,ALLOW,0
0.1665,ALLOW,0
0.0857,ALLOW,0
0.0991,ALLOW,0
0.0621,ALLOW,0
0.0636,ALLOW,0
0.2289,ALLOW,0
0.1242,ALLOW,0
0.1045,ALLOW,1
0.1789,ALLOW,0
0.0488,ALLOW,0
0.1546,ALLOW,0
0.107,ALLOW,0
0.1435,ALLOW,0
0.1207,ALLOW,0
0.1054,ALLOW,0
0.1179,ALLOW,0
0.0386,ALLOW,0
0.1798,ALLOW,0
0.1927,ALLOW,0
0.0388,ALLOW,0
0.1284,ALLOW,0
0.0635,ALLOW,0
0.1626,ALLOW,0
0.088,ALLOW,0
0.0642,ALLOW,0
0.6422,MONITOR,0
0.0644,ALLOW,0
0.2379,ALLOW,0
0.148,ALLOW,0
0.1181,ALLOW,0
0.1635,ALLOW,0
0.1716,ALLOW,0
0.1183,ALLOW,0
0.1517,ALLOW,0
0.135,ALLOW,0
0.2226,ALLOW,0
0.0992,ALLOW,1
0.0319,ALLOW,0
0.0712,ALLOW,1
0.6047,MONITOR,0
0.1533,ALLOW,0
0.1058,ALLOW,0
0.1316,ALLOW,0
0.0816,ALLOW,0
0.0978,ALLOW,0
0.0349,ALLOW,0
0.1527,ALLOW,0
0.2084,ALLOW,0
0.1152,ALLOW,0
0.2706,ALLOW,0
0.1026,ALLOW,0
0.1166,ALLOW,0
0.118,ALLOW,0
0.2438,ALLOW,0
0.608,MONITOR,0
0.113,ALLOW,1
0.1625,ALLOW,0
0.0797,ALLOW,0
0.1093,ALLOW,0
0.1344,ALLOW,0
0.1638,ALLOW,0
0.1561,ALLOW,0
0.0852,ALLOW,0
0.0871,ALLOW,0
0.231,ALLOW,0
0.1093,ALLOW,0
0.0622,ALLOW,0
0.249,ALLOW,0
0.1019,ALLOW,0
0.0367,ALLOW,0
0.1474,ALLOW,0
0.0635,ALLOW,0
0.1624,ALLOW,0
0.114,ALLOW,0
0.0834,ALLOW,0
0.1551,ALLOW,1
0.1135,ALLOW,1
0.1877,ALLOW,0
0.1058,ALLOW,0
0.1157,ALLOW,0
0.0838,ALLOW,0
0.1683,ALLOW,0
0.1545,ALLOW,0
0.6775,MONITOR,0
0.0737,ALLOW,1
0.1606,ALLOW,0
0.0602,ALLOW,0
0.106,ALLOW,0
0.1825,ALLOW,0
0.111,ALLOW,1
0.218,ALLOW,0
0.1853,ALLOW,0
0.088,ALLOW,0
0.2158,ALLOW,0
0.1573,ALLOW,1
0.1028,ALLOW,0
0.2425,ALLOW,0
0.0678,ALLOW,0
0.1662,ALLOW,0
0.0855,ALLOW,0
0.0856,ALLOW,0
0.0889,ALLOW,1
0.0851,ALLOW,1
0.1308,ALLOW,1
0.1219,ALLOW,0
0.1131,ALLOW,0
0.1724,ALLOW,0
0.191,ALLOW,0
0.2216,ALLOW,0
0.1143,ALLOW,0
0.1096,ALLOW,0
0.2737,ALLOW,0
0.0327,ALLOW,0
0.0626,ALLOW,0
0.1417,ALLOW,0
0.1518,ALLOW,0
0.2274,ALLOW,0
0.1208,ALLOW,0
0.1721,ALLOW,0
0.0769,ALLOW,0
0.0912,ALLOW,0
0.0948,ALLOW,0
0.1446,ALLOW,0
0.1196,ALLOW,0
0.071,ALLOW,0
0.1759,ALLOW,0
0.127,ALLOW,1
0.1694,ALLOW,0
0.277,ALLOW,0
0.1233,ALLOW,0
0.0672,ALLOW,0
0.1093,ALLOW,0
0.081,ALLOW,0
0.0688,ALLOW,0
0.0954,ALLOW,0
0.1119,ALLOW,0
0.0692,ALLOW,0
0.1008,ALLOW,1
0.1068,ALLOW,1
0.1865,ALLOW,0
0.1605,ALLOW,0
0.2054,ALLOW,0
0.064,ALLOW,0
0.1122,ALLOW,0
0.175,ALLOW,0
0.177,ALLOW,0
0.1217,ALLOW,0
0.1101,ALLOW,0
0.2571,ALLOW,0
0.0818,ALLOW,0
0.2316,ALLOW,0
0.1451,ALLOW,0
0.0962,ALLOW,0
0.4227,MONITOR,1
0.1358,ALLOW,0
0.2127,ALLOW,0
0.1624,ALLOW,0
0.1411,ALLOW,0
0.2794,ALLOW,1
0.1544,ALLOW,0
0.0896,ALLOW,1
0.1823,ALLOW,0
0.1588,ALLOW,0
0.131,ALLOW,1
0.2363,ALLOW,0
0.1098,ALLOW,0
0.0598,ALLOW,0
0.1049,ALLOW,0
0.135,ALLOW,0
0.1482,ALLOW,0
0.0375,ALLOW,0
0.1175,ALLOW,0
0.0571,ALLOW,0
0.1187,ALLOW,0
0.2122,ALLOW,0
0.0716,ALLOW,0
0.0725,ALLOW,0
0.2104,ALLOW,1
0.1633,ALLOW,0
0.0984,ALLOW,0
0.0629,ALLOW,0
0.0431,ALLOW,0
0.101,ALLOW,0
0.1193,ALLOW,0
0.1521,ALLOW,0
0.1497,ALLOW,1
0.1389,ALLOW,0
0.159,ALLOW,0
0.0802,ALLOW,0
0.1429,ALLOW,1
0.1069,ALLOW,0
0.2215,ALLOW,0
0.123,ALLOW,0
0.1803,ALLOW,0
0.3485,ALLOW,1
0.0787,ALLOW,0
0.1632,ALLOW,0
0.077,ALLOW,0
0.1628,ALLOW,0
0.1505,ALLOW,0
0.1816,ALLOW,0
0.0682,ALLOW,0
0.2145,ALLOW,0
0.1125,ALLOW,1
0.243,ALLOW,0
0.0718,ALLOW,0
0.1275,ALLOW,0
0.1896,ALLOW,0
0.2078,ALLOW,0
0.0902,ALLOW,0
0.0794,ALLOW,0
0.1609,ALLOW,0
0.105,ALLOW,0
0.1545,ALLOW,0
0.1282,ALLOW,1
0.2386,ALLOW,0
0.1604,ALLOW,0
0.1145,ALLOW,0
0.0646,ALLOW,0
0.1107,ALLOW,0
0.1132,ALLOW,1
0.1477,ALLOW,0
0.0946,ALLOW,0
0.1141,ALLOW,0
0.1941,ALLOW,1
0.175,ALLOW,0
0.2,ALLOW,0
0.1288,ALLOW,1
0.1168,ALLOW,0
0.1015,ALLOW,0
0.1032,ALLOW,0
0.1278,ALLOW,0
0.125,ALLOW,0
0.1544,ALLOW,1
0.1068,ALLOW,0
0.0489,ALLOW,0
0.144,ALLOW,0
0.1197,ALLOW,0
0.1506,ALLOW,0
0.1204,ALLOW,0
0.1536,ALLOW,0
0.1058,ALLOW,0
0.2193,ALLOW,0
0.0821,ALLOW,0
0.0809,ALLOW,0
0.1689,ALLOW,0
0.2409,ALLOW,0
0.0813,ALLOW,0
0.607,MONITOR,0
0.1822,ALLOW,0
0.1957,ALLOW,0
0.0808,ALLOW,0
0.2221,ALLOW,0
0.0573,ALLOW,0
0.1233,ALLOW,1
0.0901,ALLOW,1
0.0813,ALLOW,0
0.1168,ALLOW,0
0.1417,ALLOW,0
0.0933,ALLOW,1
0.1383,ALLOW,0
0.1859,ALLOW,0
0.1576,ALLOW,0
0.2237,ALLOW,0
0.0775,ALLOW,0
0.1041,ALLOW,1
0.1421,ALLOW,1
0.1817,ALLOW,0
0.2284,ALLOW,0
0.1719,ALLOW,0
0.0858,ALLOW,1
0.3712,ALLOW,1
0.1465,ALLOW,0
0.0442,ALLOW,0
0.1239,ALLOW,1
0.0844,ALLOW,0
0.1513,ALLOW,0
0.1961,ALLOW,1
0.1476,ALLOW,0
0.0895,ALLOW,1
0.1488,ALLOW,0
0.101,ALLOW,0
0.2064,ALLOW,0
0.1322,ALLOW,0
0.1715,ALLOW,1
0.1346,ALLOW,0
0.1464,ALLOW,1
0.125,ALLOW,0
0.2719,ALLOW,0
0.1039,ALLOW,0
0.1565,ALLOW,0
0.0666,ALLOW,0
0.1068,ALLOW,0
0.1376,ALLOW,0
0.1765,ALLOW,0
0.1442,ALLOW,0
0.0976,ALLOW,0
0.1786,ALLOW,0
0.1255,ALLOW,0
0.1202,ALLOW,0
0.1233,ALLOW,0
0.1037,ALLOW,0
0.2432,ALLOW,0
0.1759,ALLOW,0
0.2251,ALLOW,1
0.1373,ALLOW,0
0.111,ALLOW,0
0.1558,ALLOW,0
0.1165,ALLOW,0
0.134,ALLOW,0
0.1676,ALLOW,0
0.6991,MONITOR,0
0.0946,ALLOW,0
0.1088,ALLOW,0
0.0929,ALLOW,0
0.1475,ALLOW,0
0.0968,ALLOW,0
0.0673,ALLOW,0
0.1369,ALLOW,0
0.2332,ALLOW,1
0.0638,ALLOW,0
0.1662,ALLOW,0
0.2174,ALLOW,0
0.1173,ALLOW,1
0.2822,ALLOW,0
0.1579,ALLOW,0
0.0918,ALLOW,0
0.118,ALLOW,0
0.0963,ALLOW,1
0.0959,ALLOW,0
0.1129,ALLOW,0
0.1298,ALLOW,0
0.0813,ALLOW,0
0.1499,ALLOW,0
0.117,ALLOW,0
0.052,ALLOW,0
0.182,ALLOW,0
0.1462,ALLOW,0
0.2,ALLOW,1
0.1131,ALLOW,0
0.1641,ALLOW,0
0.0972,ALLOW,0
0.2546,ALLOW,1
0.0638,ALLOW,0
0.1302,ALLOW,0
0.0622,ALLOW,0
0.1724,ALLOW,0
0.0909,ALLOW,0
0.0631,ALLOW,0
0.0855,ALLOW,1
0.2278,ALLOW,0
0.199,ALLOW,1
0.0929,ALLOW,0
0.2124,ALLOW,0
0.068,ALLOW,0
0.1196,ALLOW,0
0.1143,ALLOW,0
0.1097,ALLOW,0
0.2097,ALLOW,0
0.057,ALLOW,0
0.0802,ALLOW,0
0.1348,ALLOW,0
0.0901,ALLOW,0
0.1471,ALLOW,0
0.1932,ALLOW,1
0.0783,ALLOW,0
0.1152,ALLOW,0
0.0769,ALLOW,0
0.1457,ALLOW,0
0.2587,ALLOW,0
0.0888,ALLOW,0
0.2041,ALLOW,1
0.1778,ALLOW,0
0.089,ALLOW,0
0.1366,ALLOW,0
0.1265,ALLOW,0
0.1764,ALLOW,0
0.094,ALLOW,0
0.181,ALLOW,0
0.0903,ALLOW,0
0.1365,ALLOW,0
0.1908,ALLOW,0
0.0638,ALLOW,0
0.1828,ALLOW,0
0.102,ALLOW,0
0.0501,ALLOW,0
0.2249,ALLOW,0
0.1414,ALLOW,0
0.1584,ALLOW,0
0.1659,ALLOW,0
0.2182,ALLOW,0
0.0671,ALLOW,0
0.0976,ALLOW,1
0.1827,ALLOW,0
0.1077,ALLOW,0
0.0989,ALLOW,0
0.1109,ALLOW,1
0.1697,ALLOW,0
0.1426,ALLOW,1
0.2254,ALLOW,0
0.1221,ALLOW,1
0.2425,ALLOW,1
0.2221,ALLOW,0
0.0983,ALLOW,0
0.1679,ALLOW,0
0.1878,ALLOW,0
0.0876,ALLOW,0
0.1039,ALLOW,0
0.0787,ALLOW,0
0.0928,ALLOW,0
0.0688,ALLOW,0
0.1975,ALLOW,0
0.2168,ALLOW,0
0.0803,ALLOW,0
0.1548,ALLOW,1
0.2164,ALLOW,0
0.1473,ALLOW,1
0.2194,ALLOW,0
0.1805,ALLOW,0
0.1109,ALLOW,1
0.1988,ALLOW,1
0.0745,ALLOW,0
0.2455,ALLOW,1
0.1335,ALLOW,0
0.1702,ALLOW,0
0.1587,ALLOW,0
0.117,ALLOW,0
0.6476,MONITOR,0
0.1038,ALLOW,0
0.1983,ALLOW,1
0.1353,ALLOW,0
0.1165,ALLOW,1
0.133,ALLOW,0
0.0713,ALLOW,0
0.6103,MONITOR,0
0.0946,ALLOW,0
0.1143,ALLOW,0
0.1076,ALLOW,0
0.0607,ALLOW,0
0.1329,ALLOW,1
0.1268,ALLOW,0
0.0573,ALLOW,0
0.1473,ALLOW,0
0.2275,ALLOW,0
0.1281,ALLOW,1
0.0799,ALLOW,0
0.2183,ALLOW,0
0.0661,ALLOW,0
0.1132,ALLOW,0
0.0737,ALLOW,0
0.206,ALLOW,0
0.23,ALLOW,0
0.1244,ALLOW,0
0.0592,ALLOW,0
0.1069,ALLOW,0
0.0691,ALLOW,0
0.1118,ALLOW,0
0.9672,BLOCK,1
0.189,ALLOW,0
0.2001,ALLOW,0
0.1845,ALLOW,0
0.0839,ALLOW,1
0.1977,ALLOW,0
0.1721,ALLOW,0
0.173,ALLOW,0
