Transaction_ID,Risk_Score,Actual,Predicted,Action
13721,3.48,0,0,ALLOW
13722,7.69,0,0,ALLOW
13723,4.99,1,0,ALLOW
13724,4.32,0,0,ALLOW
13725,74.62,1,1,BLOCK
13726,5.22,0,0,ALLOW
13727,2.58,0,0,ALLOW
13728,3.28,0,0,ALLOW
13729,1.97,0,0,ALLOW
13730,3.56,0,0,ALLOW
13731,2.87,1,0,ALLOW
13732,7.19,0,0,ALLOW
13733,5.77,0,0,ALLOW
13734,2.83,0,0,ALLOW
13735,4.77,0,0,ALLOW
13736,2.18,0,0,ALLOW
13737,13.61,1,0,ALLOW
13738,3.46,0,0,ALLOW
13739,6.41,0,0,ALLOW
13740,1.97,0,0,ALLOW
13741,7.99,0,0,ALLOW
13742,2.71,0,0,ALLOW
13743,52.91,0,1,MONITOR
13744,1.55,0,0,ALLOW
13745,3.78,0,0,ALLOW
13746,4.93,0,0,ALLOW
13747,2.53,0,0,ALLOW
13748,3.48,0,0,ALLOW
13749,4.01,0,0,ALLOW
13750,3.23,0,0,ALLOW
13751,1.82,0,0,ALLOW
13752,2.59,1,0,ALLOW
13753,5.59,0,0,ALLOW
13754,1.82,0,0,ALLOW
13755,2.03,0,0,ALLOW
13756,5.76,0,0,ALLOW
13757,5.83,0,0,ALLOW
13758,40.39,0,1,MONITOR
13759,2.3,0,0,ALLOW
13760,21.6,0,0,ALLOW
13761,3.19,1,0,ALLOW
13762,52.67,0,1,MONITOR
13763,5.21,0,0,ALLOW
13764,3.33,0,0,ALLOW
13765,36.24,0,0,ALLOW
13766,1.9,0,0,ALLOW
13767,34.4,1,0,ALLOW
13768,2.83,0,0,ALLOW
13769,2.99,0,0,ALLOW
13770,4.18,0,0,ALLOW
13771,3.52,0,0,ALLOW
13772,2.62,0,0,ALLOW
13773,3.18,0,0,ALLOW
13774,18.38,0,0,ALLOW
13775,5.67,0,0,ALLOW
13776,2.86,0,0,ALLOW
13777,30.47,0,0,ALLOW
13778,54.22,0,1,MONITOR
13779,3.57,0,0,ALLOW
13780,6.67,0,0,ALLOW
13781,4.4,0,0,ALLOW
13782,6.06,0,0,ALLOW
13783,3.31,0,0,ALLOW
13784,3.4,0,0,ALLOW
13785,1.46,0,0,ALLOW
13786,6.64,1,0,ALLOW
13787,17.14,1,0,ALLOW
13788,73.62,1,1,BLOCK
13789,4.43,0,0,ALLOW
13790,46.73,1,1,MONITOR
13791,50.97,0,1,MONITOR
13792,32.77,1,0,ALLOW
13793,3.4,0,0,ALLOW
13794,5.99,0,0,ALLOW
13795,16.65,1,0,ALLOW
13796,1.28,0,0,ALLOW
13797,2.05,0,0,ALLOW
13798,53.24,0,1,MONITOR
13799,16.62,1,0,ALLOW
13800,4.02,0,0,ALLOW
13801,1.28,0,0,ALLOW
13802,18.2,1,0,ALLOW
13803,6.67,0,0,ALLOW
13804,5.72,0,0,ALLOW
13805,37.86,0,0,ALLOW
13806,5.04,0,0,ALLOW
13807,1.43,0,0,ALLOW
13808,4.02,0,0,ALLOW
13809,3.18,0,0,ALLOW
13810,5.45,0,0,ALLOW
13811,37.93,0,0,ALLOW
13812,3.47,0,0,ALLOW
13813,15.15,1,0,ALLOW
13814,3.04,0,0,ALLOW
13815,1.86,0,0,ALLOW
13816,2.9,0,0,ALLOW
13817,3.62,0,0,ALLOW
13818,12.06,1,0,ALLOW
13819,4.83,0,0,ALLOW
13820,3.32,0,0,ALLOW
13821,4.84,0,0,ALLOW
13822,40.51,0,1,MONITOR
13823,51.67,0,1,MONITOR
13824,1.14,0,0,ALLOW
13825,1.58,0,0,ALLOW
13826,17.38,1,0,ALLOW
13827,21.41,0,0,ALLOW
13828,2.85,0,0,ALLOW
13829,35.93,1,0,ALLOW
13830,1.93,0,0,ALLOW
13831,1.41,0,0,ALLOW
13832,76.39,1,1,BLOCK
13833,3.96,0,0,ALLOW
13834,3.63,1,0,ALLOW
13835,7.28,1,0,ALLOW
13836,2.71,0,0,ALLOW
13837,5.17,0,0,ALLOW
13838,3.37,0,0,ALLOW
13839,2.82,0,0,ALLOW
13840,3.76,0,0,ALLOW
13841,1.99,0,0,ALLOW
13842,12.66,1,0,ALLOW
13843,5.23,0,0,ALLOW
13844,5.32,0,0,ALLOW
13845,35.58,1,0,ALLOW
13846,3.07,1,0,ALLOW
13847,2.78,1,0,ALLOW
13848,7.98,0,0,ALLOW
13849,1.99,0,0,ALLOW
13850,4.17,0,0,ALLOW
13851,3.96,0,0,ALLOW
13852,62.37,1,1,MONITOR
13853,3.35,0,0,ALLOW
13854,3.94,0,0,ALLOW
13855,51.52,1,1,MONITOR
13856,27.84,0,0,ALLOW
13857,53.01,0,1,MONITOR
13858,15.46,1,0,ALLOW
13859,3.01,0,0,ALLOW
13860,3.29,0,0,ALLOW
13861,3.19,0,0,ALLOW
13862,3.49,0,0,ALLOW
13863,5.24,0,0,ALLOW
13864,3.61,0,0,ALLOW
13865,15.16,1,0,ALLOW
13866,0.94,0,0,ALLOW
13867,4.73,0,0,ALLOW
13868,0.61,0,0,ALLOW
13869,6.1,0,0,ALLOW
13870,10.94,1,0,ALLOW
13871,2.69,0,0,ALLOW
13872,83.29,1,1,BLOCK
13873,3.93,0,0,ALLOW
13874,3.74,0,0,ALLOW
13875,4.41,0,0,ALLOW
13876,7.52,0,0,ALLOW
13877,2.16,0,0,ALLOW
13878,2.98,0,0,ALLOW
13879,3.97,0,0,ALLOW
13880,9.61,1,0,ALLOW
13881,3.04,0,0,ALLOW
13882,4.04,0,0,ALLOW
13883,31.57,1,0,ALLOW
13884,62.42,1,1,MONITOR
13885,8.86,0,0,ALLOW
13886,3.74,0,0,ALLOW
13887,0.8,1,0,ALLOW
13888,17.48,1,0,ALLOW
13889,57.89,0,1,MONITOR
13890,30.89,0,0,ALLOW
13891,2.1,0,0,ALLOW
13892,16.57,1,0,ALLOW
13893,3.74,0,0,ALLOW
13894,3.04,0,0,ALLOW
13895,6.2,0,0,ALLOW
13896,52.33,0,1,MONITOR
13897,1.93,0,0,ALLOW
13898,2.38,0,0,ALLOW
13899,22.1,0,0,ALLOW
13900,4.24,0,0,ALLOW
13901,59.21,1,1,MONITOR
13902,8.53,0,0,ALLOW
13903,1.51,0,0,ALLOW
13904,3.12,0,0,ALLOW
13905,1.81,0,0,ALLOW
13906,4.09,0,0,ALLOW
13907,2.84,1,0,ALLOW
13908,7.42,0,0,ALLOW
13909,2.33,0,0,ALLOW
13910,20.61,1,0,ALLOW
13911,3.96,0,0,ALLOW
13912,3.17,0,0,ALLOW
13913,8.56,0,0,ALLOW
13914,1.45,0,0,ALLOW
13915,3.15,0,0,ALLOW
13916,85.08,1,1,BLOCK
13917,2.88,0,0,ALLOW
13918,10.06,0,0,ALLOW
13919,22.16,1,0,ALLOW
13920,5.84,0,0,ALLOW
13921,2.38,1,0,ALLOW
13922,2.99,0,0,ALLOW
13923,15.75,1,0,ALLOW
13924,7.94,0,0,ALLOW
13925,0.95,0,0,ALLOW
13926,1.56,0,0,ALLOW
13927,3.9,0,0,ALLOW
13928,2.16,0,0,ALLOW
13929,2.54,0,0,ALLOW
13930,5.54,0,0,ALLOW
13931,1.93,0,0,ALLOW
13932,9.4,1,0,ALLOW
13933,5.0,0,0,ALLOW
13934,7.52,0,0,ALLOW
13935,3.44,0,0,ALLOW
13936,4.43,0,0,ALLOW
13937,2.0,0,0,ALLOW
13938,2.86,0,0,ALLOW
13939,3.5,0,0,ALLOW
13940,9.97,1,0,ALLOW
13941,3.71,0,0,ALLOW
13942,8.53,0,0,ALLOW
13943,3.37,0,0,ALLOW
13944,16.26,1,0,ALLOW
13945,14.41,1,0,ALLOW
13946,4.03,0,0,ALLOW
13947,3.79,0,0,ALLOW
13948,6.36,0,0,ALLOW
13949,6.16,0,0,ALLOW
13950,30.09,0,0,ALLOW
13951,4.51,0,0,ALLOW
13952,2.47,0,0,ALLOW
13953,43.39,1,1,MONITOR
13954,34.3,0,0,ALLOW
13955,16.65,1,0,ALLOW
13956,16.53,0,0,ALLOW
13957,53.52,0,1,MONITOR
13958,25.45,0,0,ALLOW
13959,3.78,0,0,ALLOW
13960,2.19,0,0,ALLOW
13961,8.4,1,0,ALLOW
13962,7.17,0,0,ALLOW
13963,4.61,0,0,ALLOW
13964,16.04,1,0,ALLOW
13965,4.47,0,0,ALLOW
13966,3.28,0,0,ALLOW
13967,3.05,0,0,ALLOW
13968,57.24,0,1,MONITOR
13969,4.04,0,0,ALLOW
13970,46.59,1,1,MONITOR
13971,36.77,0,0,ALLOW
13972,20.53,1,0,ALLOW
13973,5.86,0,0,ALLOW
13974,1.99,0,0,ALLOW
13975,2.17,0,0,ALLOW
13976,5.95,0,0,ALLOW
13977,26.79,0,0,ALLOW
13978,4.21,0,0,ALLOW
13979,20.17,1,0,ALLOW
13980,35.15,0,0,ALLOW
13981,1.64,0,0,ALLOW
13982,16.12,1,0,ALLOW
13983,73.38,1,1,BLOCK
13984,34.23,1,0,ALLOW
13985,3.28,0,0,ALLOW
13986,3.04,0,0,ALLOW
13987,4.92,0,0,ALLOW
13988,16.02,1,0,ALLOW
13989,3.35,0,0,ALLOW
13990,1.92,0,0,ALLOW
13991,1.93,0,0,ALLOW
13992,2.7,0,0,ALLOW
13993,54.38,0,1,MONITOR
13994,26.68,0,0,ALLOW
13995,2.09,0,0,ALLOW
13996,36.6,0,0,ALLOW
13997,3.22,0,0,ALLOW
13998,5.41,0,0,ALLOW
13999,4.25,0,0,ALLOW
14000,55.22,0,1,MONITOR
14001,16.27,1,0,ALLOW
14002,2.66,0,0,ALLOW
14003,59.96,0,1,MONITOR
14004,2.85,0,0,ALLOW
14005,43.74,0,1,MONITOR
14006,3.42,0,0,ALLOW
14007,1.94,0,0,ALLOW
14008,3.08,0,0,ALLOW
14009,1.19,0,0,ALLOW
14010,3.17,0,0,ALLOW
14011,53.91,0,1,MONITOR
14012,3.74,0,0,ALLOW
14013,39.28,0,0,ALLOW
14014,2.28,0,0,ALLOW
14015,5.81,0,0,ALLOW
14016,21.07,1,0,ALLOW
14017,2.09,0,0,ALLOW
14018,17.54,0,0,ALLOW
14019,3.73,0,0,ALLOW
14020,13.75,1,0,ALLOW
14021,4.26,0,0,ALLOW
14022,20.05,1,0,ALLOW
14023,36.53,0,0,ALLOW
14024,4.64,0,0,ALLOW
14025,1.59,0,0,ALLOW
14026,4.26,0,0,ALLOW
14027,2.44,0,0,ALLOW
14028,5.49,0,0,ALLOW
14029,3.6,0,0,ALLOW
14030,2.72,0,0,ALLOW
14031,8.1,1,0,ALLOW
14032,4.38,0,0,ALLOW
14033,4.04,0,0,ALLOW
14034,7.39,0,0,ALLOW
14035,5.71,0,0,ALLOW
14036,2.84,0,0,ALLOW
14037,4.55,0,0,ALLOW
14038,13.77,1,0,ALLOW
14039,3.04,0,0,ALLOW
14040,25.17,0,0,ALLOW
14041,5.12,0,0,ALLOW
14042,2.93,0,0,ALLOW
14043,12.84,1,0,ALLOW
14044,4.91,0,0,ALLOW
14045,5.93,0,0,ALLOW
14046,1.98,0,0,ALLOW
14047,2.62,0,0,ALLOW
14048,3.57,0,0,ALLOW
14049,6.0,0,0,ALLOW
14050,51.89,0,1,MONITOR
14051,2.24,0,0,ALLOW
14052,2.8,0,0,ALLOW
14053,3.83,0,0,ALLOW
14054,8.04,0,0,ALLOW
14055,3.33,0,0,ALLOW
14056,3.57,0,0,ALLOW
14057,3.18,0,0,ALLOW
14058,53.93,0,1,MONITOR
14059,4.34,0,0,ALLOW
14060,53.89,0,1,MONITOR
14061,29.59,0,0,ALLOW
14062,41.1,0,1,MONITOR
14063,4.7,0,0,ALLOW
14064,4.0,0,0,ALLOW
14065,2.69,0,0,ALLOW
14066,5.01,0,0,ALLOW
14067,2.66,0,0,ALLOW
14068,3.18,0,0,ALLOW
14069,1.61,0,0,ALLOW
14070,1.1,0,0,ALLOW
14071,50.29,0,1,MONITOR
14072,3.7,0,0,ALLOW
14073,35.89,1,0,ALLOW
14074,4.89,0,0,ALLOW
14075,2.59,0,0,ALLOW
14076,4.21,0,0,ALLOW
14077,3.76,0,0,ALLOW
14078,6.25,0,0,ALLOW
14079,2.8,0,0,ALLOW
14080,5.01,0,0,ALLOW
14081,4.2,0,0,ALLOW
14082,1.1,0,0,ALLOW
14083,6.1,0,0,ALLOW
14084,4.87,0,0,ALLOW
14085,22.59,0,0,ALLOW
14086,3.34,0,0,ALLOW
14087,2.45,0,0,ALLOW
14088,5.02,0,0,ALLOW
14089,1.98,0,0,ALLOW
14090,3.19,0,0,ALLOW
14091,53.26,0,1,MONITOR
14092,1.28,0,0,ALLOW
14093,62.51,0,1,MONITOR
14094,4.16,0,0,ALLOW
14095,4.46,0,0,ALLOW
14096,3.54,0,0,ALLOW
14097,3.97,0,0,ALLOW
14098,3.41,0,0,ALLOW
14099,3.68,0,0,ALLOW
14100,3.27,0,0,ALLOW
14101,4.24,0,0,ALLOW
14102,22.67,1,0,ALLOW
14103,1.08,0,0,ALLOW
14104,35.04,1,0,ALLOW
14105,54.85,0,1,MONITOR
14106,2.36,0,0,ALLOW
14107,2.37,0,0,ALLOW
14108,2.79,0,0,ALLOW
14109,1.69,0,0,ALLOW
14110,2.4,0,0,ALLOW
14111,1.85,0,0,ALLOW
14112,50.72,0,1,MONITOR
14113,4.18,0,0,ALLOW
14114,3.82,0,0,ALLOW
14115,11.36,0,0,ALLOW
14116,2.66,0,0,ALLOW
14117,3.64,0,0,ALLOW
14118,37.23,0,0,ALLOW
14119,41.45,0,1,MONITOR
14120,52.0,0,1,MONITOR
14121,31.76,1,0,ALLOW
14122,4.42,0,0,ALLOW
14123,1.97,0,0,ALLOW
14124,3.32,0,0,ALLOW
14125,4.91,0,0,ALLOW
14126,4.02,0,0,ALLOW
14127,3.11,0,0,ALLOW
14128,2.84,0,0,ALLOW
14129,1.57,0,0,ALLOW
14130,4.52,0,0,ALLOW
14131,4.08,0,0,ALLOW
14132,2.64,0,0,ALLOW
14133,7.22,0,0,ALLOW
14134,28.25,0,0,ALLOW
14135,1.2,0,0,ALLOW
14136,2.62,0,0,ALLOW
14137,1.19,0,0,ALLOW
14138,6.39,0,0,ALLOW
14139,2.29,0,0,ALLOW
14140,2.06,0,0,ALLOW
14141,10.06,1,0,ALLOW
14142,36.01,1,0,ALLOW
14143,3.91,0,0,ALLOW
14144,2.11,0,0,ALLOW
14145,3.89,0,0,ALLOW
14146,32.37,0,0,ALLOW
14147,2.69,0,0,ALLOW
14148,50.53,0,1,MONITOR
14149,55.36,0,1,MONITOR
14150,3.06,1,0,ALLOW
14151,5.69,0,0,ALLOW
14152,1.98,0,0,ALLOW
14153,2.45,0,0,ALLOW
14154,7.34,0,0,ALLOW
14155,27.59,1,0,ALLOW
14156,7.78,0,0,ALLOW
14157,6.85,0,0,ALLOW
14158,2.22,0,0,ALLOW
14159,15.22,0,0,ALLOW
14160,29.14,1,0,ALLOW
14161,2.15,0,0,ALLOW
14162,6.98,0,0,ALLOW
14163,1.28,0,0,ALLOW
14164,4.03,0,0,ALLOW
14165,6.19,0,0,ALLOW
14166,2.07,0,0,ALLOW
14167,43.39,1,1,MONITOR
14168,3.61,1,0,ALLOW
14169,13.28,1,0,ALLOW
14170,2.49,0,0,ALLOW
14171,3.74,0,0,ALLOW
14172,6.38,0,0,ALLOW
14173,4.47,0,0,ALLOW
14174,6.45,0,0,ALLOW
14175,51.13,0,1,MONITOR
14176,2.56,0,0,ALLOW
14177,13.26,0,0,ALLOW
14178,0.58,0,0,ALLOW
14179,1.53,0,0,ALLOW
14180,18.49,0,0,ALLOW
14181,4.24,0,0,ALLOW
14182,50.57,0,1,MONITOR
14183,2.34,0,0,ALLOW
14184,3.24,0,0,ALLOW
14185,4.92,0,0,ALLOW
14186,2.52,0,0,ALLOW
14187,3.66,0,0,ALLOW
14188,3.06,0,0,ALLOW
14189,2.95,0,0,ALLOW
14190,1.45,0,0,ALLOW
14191,5.66,0,0,ALLOW
14192,2.61,1,0,ALLOW
14193,6.27,0,0,ALLOW
14194,8.88,0,0,ALLOW
14195,3.9,0,0,ALLOW
14196,3.08,0,0,ALLOW
14197,3.38,0,0,ALLOW
14198,2.05,0,0,ALLOW
14199,0.83,0,0,ALLOW
14200,2.75,0,0,ALLOW
14201,3.2,0,0,ALLOW
14202,33.67,0,0,ALLOW
14203,12.62,1,0,ALLOW
14204,17.87,1,0,ALLOW
14205,6.35,0,0,ALLOW
14206,5.38,0,0,ALLOW
14207,4.86,0,0,ALLOW
14208,1.76,0,0,ALLOW
14209,3.51,0,0,ALLOW
14210,6.44,0,0,ALLOW
14211,7.65,0,0,ALLOW
14212,4.7,0,0,ALLOW
14213,1.47,0,0,ALLOW
14214,35.78,0,0,ALLOW
14215,30.15,0,0,ALLOW
14216,5.18,0,0,ALLOW
14217,3.14,0,0,ALLOW
14218,1.65,0,0,ALLOW
14219,82.7,1,1,BLOCK
14220,2.28,0,0,ALLOW
14221,8.07,0,0,ALLOW
14222,2.89,0,0,ALLOW
14223,4.18,0,0,ALLOW
14224,9.72,1,0,ALLOW
14225,3.97,0,0,ALLOW
14226,11.0,1,0,ALLOW
14227,48.75,0,1,MONITOR
14228,2.06,0,0,ALLOW
14229,29.53,1,0,ALLOW
14230,36.94,0,0,ALLOW
14231,3.06,0,0,ALLOW
14232,1.69,0,0,ALLOW
14233,5.33,0,0,ALLOW
14234,2.48,0,0,ALLOW
14235,3.59,0,0,ALLOW
14236,1.02,0,0,ALLOW
14237,4.7,0,0,ALLOW
14238,1.11,0,0,ALLOW
14239,3.84,0,0,ALLOW
14240,50.68,0,1,MONITOR
14241,2.07,0,0,ALLOW
14242,2.12,0,0,ALLOW
14243,14.91,1,0,ALLOW
14244,5.12,0,0,ALLOW
14245,1.83,0,0,ALLOW
14246,1.59,0,0,ALLOW
14247,0.41,0,0,ALLOW
14248,2.12,0,0,ALLOW
14249,56.89,0,1,MONITOR
14250,4.62,0,0,ALLOW
14251,16.53,1,0,ALLOW
14252,3.16,0,0,ALLOW
14253,6.52,0,0,ALLOW
14254,1.8,0,0,ALLOW
14255,41.47,1,1,MONITOR
14256,31.37,0,0,ALLOW
14257,64.07,0,1,MONITOR
14258,3.13,0,0,ALLOW
14259,4.99,0,0,ALLOW
14260,93.05,1,1,BLOCK
14261,2.96,0,0,ALLOW
14262,5.69,0,0,ALLOW
14263,1.24,0,0,ALLOW
14264,3.12,0,0,ALLOW
14265,3.66,0,0,ALLOW
14266,5.49,0,0,ALLOW
14267,18.88,0,0,ALLOW
14268,64.57,0,1,MONITOR
14269,3.04,1,0,ALLOW
14270,6.38,0,0,ALLOW
14271,41.63,0,1,MONITOR
14272,34.2,0,0,ALLOW
14273,63.59,0,1,MONITOR
14274,6.05,0,0,ALLOW
14275,2.17,0,0,ALLOW
14276,2.07,0,0,ALLOW
14277,3.21,0,0,ALLOW
14278,3.37,0,0,ALLOW
14279,4.33,0,0,ALLOW
14280,10.39,1,0,ALLOW
14281,5.73,0,0,ALLOW
14282,2.91,0,0,ALLOW
14283,4.09,0,0,ALLOW
14284,3.93,0,0,ALLOW
14285,2.86,0,0,ALLOW
14286,18.26,1,0,ALLOW
14287,5.37,0,0,ALLOW
14288,2.29,0,0,ALLOW
14289,2.54,0,0,ALLOW
14290,81.52,1,1,BLOCK
14291,7.61,0,0,ALLOW
14292,51.77,0,1,MONITOR
14293,15.37,1,0,ALLOW
14294,4.49,0,0,ALLOW
14295,3.33,0,0,ALLOW
14296,2.34,0,0,ALLOW
14297,3.43,0,0,ALLOW
14298,3.61,0,0,ALLOW
14299,14.26,1,0,ALLOW
14300,2.15,0,0,ALLOW
14301,1.87,0,0,ALLOW
14302,2.26,0,0,ALLOW
14303,3.59,0,0,ALLOW
14304,5.49,0,0,ALLOW
14305,3.51,0,0,ALLOW
14306,37.32,0,0,ALLOW
14307,3.2,0,0,ALLOW
14308,4.04,0,0,ALLOW
14309,1.87,0,0,ALLOW
14310,2.08,0,0,ALLOW
14311,3.03,0,0,ALLOW
14312,8.49,0,0,ALLOW
14313,2.32,0,0,ALLOW
14314,53.55,0,1,MONITOR
14315,6.08,0,0,ALLOW
14316,3.66,0,0,ALLOW
14317,3.77,0,0,ALLOW
14318,7.16,0,0,ALLOW
14319,1.22,0,0,ALLOW
14320,5.4,1,0,ALLOW
14321,15.45,1,0,ALLOW
14322,1.77,0,0,ALLOW
14323,33.1,0,0,ALLOW
14324,5.33,0,0,ALLOW
14325,35.42,1,0,ALLOW
14326,3.82,0,0,ALLOW
14327,4.4,0,0,ALLOW
14328,4.1,0,0,ALLOW
14329,5.77,0,0,ALLOW
14330,1.6,0,0,ALLOW
14331,17.66,1,0,ALLOW
14332,39.97,1,0,ALLOW
14333,5.93,0,0,ALLOW
14334,6.11,0,0,ALLOW
14335,7.33,0,0,ALLOW
14336,35.13,1,0,ALLOW
14337,57.07,1,1,MONITOR
14338,3.96,0,0,ALLOW
14339,1.55,0,0,ALLOW
14340,13.27,1,0,ALLOW
14341,29.5,0,0,ALLOW
14342,5.91,0,0,ALLOW
14343,15.59,1,0,ALLOW
14344,3.57,0,0,ALLOW
14345,16.7,1,0,ALLOW
14346,4.63,0,0,ALLOW
14347,3.13,0,0,ALLOW
14348,3.64,0,0,ALLOW
14349,2.39,0,0,ALLOW
14350,48.52,1,1,MONITOR
14351,3.92,0,0,ALLOW
14352,8.44,1,0,ALLOW
14353,5.5,0,0,ALLOW
14354,10.89,0,0,ALLOW
14355,2.24,0,0,ALLOW
14356,5.33,0,0,ALLOW
14357,3.12,0,0,ALLOW
14358,3.69,0,0,ALLOW
14359,4.92,0,0,ALLOW
14360,5.83,0,0,ALLOW
14361,3.94,0,0,ALLOW
14362,2.96,0,0,ALLOW
14363,49.56,0,1,MONITOR
14364,3.5,0,0,ALLOW
14365,3.63,0,0,ALLOW
14366,2.89,0,0,ALLOW
14367,44.26,0,1,MONITOR
14368,7.42,0,0,ALLOW
14369,4.41,0,0,ALLOW
14370,16.15,1,0,ALLOW
14371,3.05,0,0,ALLOW
14372,3.07,0,0,ALLOW
14373,5.19,0,0,ALLOW
14374,4.14,0,0,ALLOW
14375,3.48,0,0,ALLOW
14376,2.2,0,0,ALLOW
14377,54.01,0,1,MONITOR
14378,2.74,0,0,ALLOW
14379,2.8,0,0,ALLOW
14380,1.53,0,0,ALLOW
14381,4.9,0,0,ALLOW
14382,3.21,0,0,ALLOW
14383,1.35,0,0,ALLOW
14384,2.97,0,0,ALLOW
14385,15.04,1,0,ALLOW
14386,1.31,0,0,ALLOW
14387,7.27,0,0,ALLOW
14388,4.62,0,0,ALLOW
14389,35.34,1,0,ALLOW
14390,7.37,0,0,ALLOW
14391,51.24,0,1,MONITOR
14392,3.39,0,0,ALLOW
14393,22.12,0,0,ALLOW
14394,29.92,1,0,ALLOW
14395,1.96,0,0,ALLOW
14396,3.8,0,0,ALLOW
14397,4.09,0,0,ALLOW
14398,1.5,0,0,ALLOW
14399,3.49,0,0,ALLOW
14400,3.19,0,0,ALLOW
14401,35.1,0,0,ALLOW
14402,6.3,0,0,ALLOW
14403,5.2,0,0,ALLOW
14404,14.73,1,0,ALLOW
14405,2.77,0,0,ALLOW
14406,6.31,0,0,ALLOW
14407,3.7,0,0,ALLOW
14408,62.16,1,1,MONITOR
14409,2.71,0,0,ALLOW
14410,2.34,0,0,ALLOW
14411,34.61,0,0,ALLOW
14412,4.97,0,0,ALLOW
14413,1.57,0,0,ALLOW
14414,2.38,0,0,ALLOW
14415,14.92,1,0,ALLOW
14416,5.79,0,0,ALLOW
14417,15.13,1,0,ALLOW
14418,2.54,0,0,ALLOW
14419,4.29,0,0,ALLOW
14420,2.41,0,0,ALLOW
14421,2.44,0,0,ALLOW
14422,2.25,0,0,ALLOW
14423,4.08,0,0,ALLOW
14424,5.31,0,0,ALLOW
14425,0.91,0,0,ALLOW
14426,2.27,0,0,ALLOW
14427,4.21,0,0,ALLOW
14428,1.54,0,0,ALLOW
14429,3.13,0,0,ALLOW
14430,4.47,1,0,ALLOW
14431,2.58,0,0,ALLOW
14432,2.9,0,0,ALLOW
14433,21.15,0,0,ALLOW
14434,4.58,0,0,ALLOW
14435,7.65,0,0,ALLOW
14436,23.74,0,0,ALLOW
14437,54.44,1,1,MONITOR
14438,4.07,0,0,ALLOW
14439,2.79,0,0,ALLOW
14440,58.47,0,1,MONITOR
14441,4.36,0,0,ALLOW
14442,3.81,0,0,ALLOW
14443,1.98,0,0,ALLOW
14444,4.8,0,0,ALLOW
14445,2.19,0,0,ALLOW
14446,3.02,0,0,ALLOW
14447,6.06,0,0,ALLOW
14448,1.78,0,0,ALLOW
14449,5.62,0,0,ALLOW
14450,3.12,0,0,ALLOW
14451,1.13,0,0,ALLOW
14452,8.46,0,0,ALLOW
14453,2.68,0,0,ALLOW
14454,4.22,0,0,ALLOW
14455,3.85,0,0,ALLOW
14456,6.3,0,0,ALLOW
14457,2.12,0,0,ALLOW
14458,35.12,1,0,ALLOW
14459,4.83,0,0,ALLOW
14460,3.65,0,0,ALLOW
14461,2.39,0,0,ALLOW
14462,5.76,1,0,ALLOW
14463,4.61,0,0,ALLOW
14464,42.03,1,1,MONITOR
14465,64.31,0,1,MONITOR
14466,26.5,1,0,ALLOW
14467,9.27,1,0,ALLOW
14468,4.38,0,0,ALLOW
14469,3.57,0,0,ALLOW
14470,3.5,0,0,ALLOW
14471,5.14,0,0,ALLOW
14472,2.96,0,0,ALLOW
14473,4.18,0,0,ALLOW
14474,1.54,0,0,ALLOW
14475,1.93,0,0,ALLOW
14476,36.66,0,0,ALLOW
14477,4.67,0,0,ALLOW
14478,6.96,0,0,ALLOW
14479,2.9,0,0,ALLOW
14480,50.38,1,1,MONITOR
14481,4.5,0,0,ALLOW
14482,6.92,1,0,ALLOW
14483,6.53,0,0,ALLOW
14484,66.04,0,1,MONITOR
14485,22.05,1,0,ALLOW
14486,11.33,1,0,ALLOW
14487,1.71,0,0,ALLOW
14488,14.92,1,0,ALLOW
14489,4.13,0,0,ALLOW
14490,4.99,0,0,ALLOW
14491,3.18,0,0,ALLOW
14492,3.99,0,0,ALLOW
14493,54.1,0,1,MONITOR
14494,3.38,0,0,ALLOW
14495,11.8,1,0,ALLOW
14496,3.04,0,0,ALLOW
14497,52.01,1,1,MONITOR
14498,48.2,0,1,MONITOR
14499,1.37,0,0,ALLOW
14500,52.49,0,1,MONITOR
14501,2.39,0,0,ALLOW
14502,2.9,0,0,ALLOW
14503,2.37,0,0,ALLOW
14504,34.3,0,0,ALLOW
14505,19.29,1,0,ALLOW
14506,4.47,0,0,ALLOW
14507,2.34,0,0,ALLOW
14508,5.7,0,0,ALLOW
14509,5.05,0,0,ALLOW
14510,14.36,1,0,ALLOW
14511,2.43,0,0,ALLOW
14512,7.91,0,0,ALLOW
14513,1.88,0,0,ALLOW
14514,2.41,0,0,ALLOW
14515,2.13,0,0,ALLOW
14516,5.27,0,0,ALLOW
14517,4.57,0,0,ALLOW
14518,3.36,0,0,ALLOW
14519,1.53,0,0,ALLOW
14520,3.84,0,0,ALLOW
14521,1.5,0,0,ALLOW
14522,4.37,0,0,ALLOW
14523,88.25,1,1,BLOCK
14524,6.41,0,0,ALLOW
14525,5.68,0,0,ALLOW
14526,4.35,0,0,ALLOW
14527,13.4,1,0,ALLOW
14528,5.74,0,0,ALLOW
14529,5.31,0,0,ALLOW
14530,4.41,0,0,ALLOW
14531,1.38,0,0,ALLOW
14532,6.04,0,0,ALLOW
14533,3.8,0,0,ALLOW
14534,5.79,0,0,ALLOW
14535,25.03,1,0,ALLOW
14536,5.24,0,0,ALLOW
14537,34.25,1,0,ALLOW
14538,6.85,0,0,ALLOW
14539,1.7,0,0,ALLOW
14540,20.48,1,0,ALLOW
14541,53.97,0,1,MONITOR
